device_imei,customer_id,brand,model,os,sim_count
IMEI_000000000001285,8711-LOBKY,Apple,Apple-lZ71,iOS,2
IMEI_000000000001286,9134-CEQMF,Oppo,Oppo-YE25,Android,1
IMEI_000000000001287,8985-OOPOS,Huawei,Huawei-YJ24,Android,2
IMEI_000000000001288,8800-ZKRFW,Xiaomi,Xiaomi-Km07,Android,2
IMEI_000000000001289,2616-FLVQC,Samsung,Samsung-af41,Android,1
IMEI_000000000001290,9968-FFVVH,Apple,Apple-Hn79,iOS,2
IMEI_000000000001291,3108-PCCGG,Nokia,Nokia-de33,Android,2
IMEI_000000000001292,7993-PYKOF,Xiaomi,Xiaomi-bi68,Android,1
IMEI_000000000001293,8390-FESFV,Xiaomi,Xiaomi-Hi69,Android,2
IMEI_000000000001294,3022-BEXHZ,Xiaomi,Xiaomi-Dx02,Android,2
IMEI_000000000001295,5027-XWQHA,Huawei,Huawei-SV21,Android,2
IMEI_000000000001296,6248-TKCQV,Oppo,Oppo-oB84,Android,2
IMEI_000000000001297,6729-GDNGC,Huawei,Huawei-gE38,Android,2
IMEI_000000000001298,6198-ZFIOJ,Apple,Apple-In02,iOS,2
IMEI_000000000001299,5989-OMNJE,Apple,Apple-PJ42,iOS,2
IMEI_000000000001300,4566-QVRRW,Nokia,Nokia-wx44,Android,2
IMEI_000000000001301,1291-CUOCY,Oppo,Oppo-aE35,Android,2
IMEI_000000000001302,9795-SHUHB,Apple,Apple-Pj72,iOS,1
IMEI_000000000001303,3230-IUALN,Samsung,Samsung-jR01,Android,1
IMEI_000000000001304,0042-RLHYP,Oppo,Oppo-PA06,Android,2
IMEI_000000000001305,8519-IMDHU,Nokia,Nokia-hV62,Android,2
IMEI_000000000001306,4945-RVMTE,Samsung,Samsung-tK19,Android,2
IMEI_000000000001307,0201-OAMXR,Huawei,Huawei-fN07,Android,1
IMEI_000000000001308,1866-NXPSP,Oppo,Oppo-Bu30,Android,1
IMEI_000000000001309,3372-KWFBM,Samsung,Samsung-nD56,Android,2
IMEI_000000000001310,7831-QGOXH,Nokia,Nokia-sO68,Android,2
IMEI_000000000001311,6393-WRYZE,Xiaomi,Xiaomi-uv99,Android,2
IMEI_000000000001312,3941-XTSKM,Xiaomi,Xiaomi-cS30,Android,2
IMEI_000000000001313,1661-CZBAU,Apple,Apple-fZ29,iOS,2
IMEI_000000000001314,6599-RCLCJ,Xiaomi,Xiaomi-fq02,Android,1
IMEI_000000000001315,9831-BPFRI,Nokia,Nokia-aN20,Android,1
IMEI_000000000001316,5158-RIVOP,Xiaomi,Xiaomi-LU80,Android,2
IMEI_000000000001317,9788-YTFGE,Oppo,Oppo-pg76,Android,2
IMEI_000000000001318,9277-JOOMO,Oppo,Oppo-fA05,Android,1
IMEI_000000000001319,1907-YLNYW,Nokia,Nokia-Ka55,Android,1
IMEI_000000000001320,1725-MIMXW,Oppo,Oppo-GK03,Android,2
IMEI_000000000001321,8947-YRTDV,Xiaomi,Xiaomi-wq92,Android,2
IMEI_000000000001322,3161-ONRWK,Xiaomi,Xiaomi-bT22,Android,2
IMEI_000000000001323,0114-RSRRW,Nokia,Nokia-zx40,Android,2
IMEI_000000000001324,4565-NLZBV,Huawei,Huawei-Lu95,Android,1
IMEI_000000000001325,0031-PVLZI,Apple,Apple-Kk79,iOS,1
IMEI_000000000001326,7206-GZCDC,Huawei,Huawei-Xn49,Android,1
IMEI_000000000001327,6682-VCIXC,Huawei,Huawei-wG06,Android,1
IMEI_000000000001328,4791-QRGMF,Xiaomi,Xiaomi-lO82,Android,2
IMEI_000000000001329,6475-VHUIZ,Nokia,Nokia-hA28,Android,2
IMEI_000000000001330,3910-MRQOY,Nokia,Nokia-Uu33,Android,2
IMEI_000000000001331,0661-WCQNQ,Nokia,Nokia-ue07,Android,1
IMEI_000000000001332,7537-RBWEA,Huawei,Huawei-pJ10,Android,2
IMEI_000000000001333,4656-CAURT,Samsung,Samsung-uN28,Android,2
IMEI_000000000001334,0121-SNYRK,Apple,Apple-Yg41,iOS,1
IMEI_000000000001335,1768-ZAIFU,Xiaomi,Xiaomi-le44,Android,1
IMEI_000000000001336,4671-LXRDQ,Nokia,Nokia-hX88,Android,1
IMEI_000000000001337,3733-LSYCE,Xiaomi,Xiaomi-dM07,Android,2
IMEI_000000000001338,6265-FRMTQ,Oppo,Oppo-QY95,Android,1
IMEI_000000000001339,1934-SJVJK,Oppo,Oppo-bk31,Android,2
IMEI_000000000001340,3838-OZURD,Xiaomi,Xiaomi-jH85,Android,2
IMEI_000000000001341,1371-DWPAZ,Huawei,Huawei-fk43,Android,1
IMEI_000000000001342,9269-CQOOL,Huawei,Huawei-Bb30,Android,1
IMEI_000000000001343,2017-CCBLH,Nokia,Nokia-LO76,Android,1
IMEI_000000000001344,7690-KPNCU,Oppo,Oppo-lZ75,Android,2
IMEI_000000000001345,0536-BGFMZ,Samsung,Samsung-an79,Android,2
IMEI_000000000001346,2293-IJWPS,Oppo,Oppo-yW59,Android,1
IMEI_000000000001347,2845-HSJCY,Oppo,Oppo-QZ17,Android,2
IMEI_000000000001348,5469-NUJUR,Huawei,Huawei-AH58,Android,2
IMEI_000000000001349,1184-PJVDB,Apple,Apple-Nf74,iOS,2
IMEI_000000000001350,2625-TRCZQ,Apple,Apple-oD83,iOS,2
IMEI_000000000001351,4102-HLENU,Apple,Apple-fR50,iOS,1
IMEI_000000000001352,7266-GSSJX,Apple,Apple-Fl98,iOS,1
IMEI_000000000001353,7722-VJRQD,Xiaomi,Xiaomi-Td32,Android,2
IMEI_000000000001354,7073-QETQY,Xiaomi,Xiaomi-Xx75,Android,2
IMEI_000000000001355,9415-DPEWS,Huawei,Huawei-Ce72,Android,2
IMEI_000000000001356,5624-RYAMH,Apple,Apple-Bm47,iOS,1
IMEI_000000000001357,0196-JTUQI,Xiaomi,Xiaomi-Ru67,Android,2
IMEI_000000000001358,7130-YXBRO,Oppo,Oppo-bt27,Android,2
IMEI_000000000001359,9272-LSVYH,Samsung,Samsung-PP50,Android,2
IMEI_000000000001360,7943-RQCHR,Xiaomi,Xiaomi-EW32,Android,2
IMEI_000000000001361,3793-MMFUH,Huawei,Huawei-qN08,Android,2
IMEI_000000000001362,3249-ZPQRG,Apple,Apple-RH68,iOS,1
IMEI_000000000001363,2568-BRGYX,Nokia,Nokia-qw57,Android,1
IMEI_000000000001364,3084-DOWLE,Xiaomi,Xiaomi-Ut43,Android,1
IMEI_000000000001365,1084-MNSMJ,Nokia,Nokia-zV37,Android,1
IMEI_000000000001366,7721-JXEAW,Oppo,Oppo-ti48,Android,2
IMEI_000000000001367,7249-WBIYX,Apple,Apple-As10,iOS,1
IMEI_000000000001368,4238-HFHSN,Xiaomi,Xiaomi-Qa10,Android,2
IMEI_000000000001369,6250-CGGUN,Xiaomi,Xiaomi-sq31,Android,2
IMEI_000000000001370,5478-JJVZK,Apple,Apple-Bm92,iOS,1
IMEI_000000000001371,7596-IIWYC,Nokia,Nokia-vL80,Android,1
IMEI_000000000001372,6567-HOOPW,Huawei,Huawei-vU59,Android,1
IMEI_000000000001373,9793-WECQC,Huawei,Huawei-jr28,Android,1
IMEI_000000000001374,4291-HPAXL,Xiaomi,Xiaomi-UE55,Android,1
IMEI_000000000001375,8999-YPYBV,Huawei,Huawei-zO99,Android,1
IMEI_000000000001376,1839-FBNFR,Samsung,Samsung-VT66,Android,2
IMEI_000000000001377,3164-AALRN,Xiaomi,Xiaomi-RK50,Android,2
IMEI_000000000001378,3071-MVJCD,Xiaomi,Xiaomi-aR96,Android,2
IMEI_000000000001379,1697-BCSHV,Xiaomi,Xiaomi-ko20,Android,2
IMEI_000000000001380,0562-KBDVM,Nokia,Nokia-Rf56,Android,2
IMEI_000000000001381,1131-SUEKT,Apple,Apple-cV54,iOS,2
IMEI_000000000001382,3717-OEAUQ,Samsung,Samsung-Jo43,Android,1
IMEI_000000000001383,4538-WNTMJ,Huawei,Huawei-ko49,Android,1
IMEI_000000000001384,3334-CTHOL,Huawei,Huawei-VF32,Android,1
IMEI_000000000001385,4704-ERYFC,Xiaomi,Xiaomi-Ig27,Android,2
IMEI_000000000001386,9432-RUVSL,Samsung,Samsung-pB23,Android,1
IMEI_000000000001387,8060-HIWJJ,Oppo,Oppo-Ds01,Android,2
IMEI_000000000001388,7684-XSZIY,Oppo,Oppo-ps75,Android,2
IMEI_000000000001389,9089-UOWJG,Xiaomi,Xiaomi-Cr04,Android,2
IMEI_000000000001390,8621-MNIHH,Xiaomi,Xiaomi-Oq91,Android,2
IMEI_000000000001391,8039-ACLPL,Nokia,Nokia-Ek88,Android,2
IMEI_000000000001392,9885-AIBVB,Xiaomi,Xiaomi-MF51,Android,1
IMEI_000000000001393,1934-MKPXS,Huawei,Huawei-oz80,Android,1
IMEI_000000000001394,2592-YKDIF,Xiaomi,Xiaomi-zy74,Android,1
IMEI_000000000001395,2272-JKMSI,Samsung,Samsung-mt04,Android,2
IMEI_000000000001396,0471-LVHGK,Samsung,Samsung-Iz80,Android,2
IMEI_000000000001397,9518-RWHZL,Apple,Apple-Xo75,iOS,1
IMEI_000000000001398,8714-CTZJW,Oppo,Oppo-yw57,Android,2
IMEI_000000000001399,3569-EDBPQ,Oppo,Oppo-nJ47,Android,1
IMEI_000000000001400,3131-NWVFJ,Huawei,Huawei-To34,Android,1
IMEI_000000000001401,7521-YXVZY,Apple,Apple-qw91,iOS,2
IMEI_000000000001402,5419-CONWX,Oppo,Oppo-Ms57,Android,1
IMEI_000000000001403,6240-EURKS,Huawei,Huawei-Lj35,Android,2
IMEI_000000000001404,2373-NTKOD,Oppo,Oppo-dA39,Android,1
IMEI_000000000001405,1970-KKFWL,Nokia,Nokia-kG32,Android,2
IMEI_000000000001406,6960-HVYXR,Oppo,Oppo-ad75,Android,2
IMEI_000000000001407,9337-SRRNI,Oppo,Oppo-ZW51,Android,2
IMEI_000000000001408,0895-UADGO,Nokia,Nokia-km33,Android,2
IMEI_000000000001409,5678-VFNEQ,Xiaomi,Xiaomi-SL26,Android,1
IMEI_000000000001410,5977-CKHON,Nokia,Nokia-Qx59,Android,1
IMEI_000000000001411,7024-OHCCK,Samsung,Samsung-wl74,Android,1
IMEI_000000000001412,2692-BUCFV,Nokia,Nokia-jB30,Android,2
IMEI_000000000001413,7861-UVUFT,Huawei,Huawei-IR33,Android,2
IMEI_000000000001414,1830-GGFNM,Oppo,Oppo-Rk24,Android,2
IMEI_000000000001415,5302-BDJNT,Apple,Apple-uR68,iOS,1
IMEI_000000000001416,5223-UZAVK,Samsung,Samsung-vf98,Android,1
IMEI_000000000001417,4859-ZSRDZ,Xiaomi,Xiaomi-ni73,Android,1
IMEI_000000000001418,5651-WYIPH,Huawei,Huawei-ml54,Android,1
IMEI_000000000001419,9350-VLHMB,Huawei,Huawei-XD47,Android,2
IMEI_000000000001420,3498-LZGQZ,Nokia,Nokia-sk36,Android,1
IMEI_000000000001421,8785-CJSHH,Apple,Apple-yl47,iOS,2
IMEI_000000000001422,5357-TZHPP,Apple,Apple-Df27,iOS,1
IMEI_000000000001423,3870-SPZSI,Nokia,Nokia-iL28,Android,2
IMEI_000000000001424,0680-DFNNY,Huawei,Huawei-wE87,Android,2
IMEI_000000000001425,7560-QRBXH,Xiaomi,Xiaomi-xC74,Android,1
IMEI_000000000001426,7077-XJMET,Oppo,Oppo-Gf52,Android,2
IMEI_000000000001427,8752-GHJFU,Samsung,Samsung-CX43,Android,2
IMEI_000000000001428,6896-SRVYQ,Oppo,Oppo-PU84,Android,2
IMEI_000000000001429,7767-UXAGJ,Oppo,Oppo-gv59,Android,1
IMEI_000000000001430,4652-ODEVH,Xiaomi,Xiaomi-Ve63,Android,1
IMEI_000000000001431,6510-UPNKS,Oppo,Oppo-Ce34,Android,2
IMEI_000000000001432,6718-BDGHG,Xiaomi,Xiaomi-Tz26,Android,2
IMEI_000000000001433,9046-DQMTP,Apple,Apple-mD89,iOS,1
IMEI_000000000001434,6439-LAJXL,Huawei,Huawei-Ds67,Android,1
IMEI_000000000001435,1571-SAVHK,Apple,Apple-Dp64,iOS,1
IMEI_000000000001436,9052-VKDUW,Xiaomi,Xiaomi-aO31,Android,1
IMEI_000000000001437,9546-CQJSU,Xiaomi,Xiaomi-xt82,Android,2
IMEI_000000000001438,1666-JZPZT,Huawei,Huawei-Yc54,Android,1
IMEI_000000000001439,5777-KJIRB,Apple,Apple-YB34,iOS,2
IMEI_000000000001440,0506-LVNGN,Oppo,Oppo-zv19,Android,2
IMEI_000000000001441,7677-SJJJK,Oppo,Oppo-IR59,Android,1
IMEI_000000000001442,2480-EJWYP,Huawei,Huawei-ZC63,Android,2
IMEI_000000000001443,3253-HKOKL,Xiaomi,Xiaomi-GB50,Android,1
IMEI_000000000001444,7055-HNEOJ,Samsung,Samsung-LF14,Android,2
IMEI_000000000001445,5514-YQENT,Xiaomi,Xiaomi-cz83,Android,1
IMEI_000000000001446,3211-AAPKX,Oppo,Oppo-Ko32,Android,1
IMEI_000000000001447,8445-DNBAE,Nokia,Nokia-fl26,Android,1
IMEI_000000000001448,2951-QOQTK,Huawei,Huawei-Oi57,Android,1
IMEI_000000000001449,2958-NHPPS,Xiaomi,Xiaomi-lo52,Android,2
IMEI_000000000001450,6806-YDEUL,Nokia,Nokia-fp83,Android,2
IMEI_000000000001451,1735-XMJVH,Oppo,Oppo-hk26,Android,2
IMEI_000000000001452,6890-PFRQX,Samsung,Samsung-ka80,Android,2
IMEI_000000000001453,0222-CNVPT,Apple,Apple-Oh42,iOS,1
IMEI_000000000001454,5899-OUVKV,Apple,Apple-do04,iOS,2
IMEI_000000000001455,8681-ICONS,Huawei,Huawei-BM43,Android,2
IMEI_000000000001456,1621-YNCJH,Apple,Apple-gO13,iOS,2
IMEI_000000000001457,3473-XIIIT,Xiaomi,Xiaomi-sj25,Android,1
IMEI_000000000001458,6362-QHAFM,Oppo,Oppo-Kq42,Android,2
IMEI_000000000001459,7893-IXHRQ,Samsung,Samsung-pw78,Android,1
IMEI_000000000001460,3070-BDOQC,Xiaomi,Xiaomi-DH04,Android,1
IMEI_000000000001461,2952-QAYZF,Nokia,Nokia-LK89,Android,2
IMEI_000000000001462,6234-PFPXL,Huawei,Huawei-xc88,Android,1
IMEI_000000000001463,9824-QCJPK,Nokia,Nokia-TS02,Android,1
IMEI_000000000001464,4763-PGDPO,Huawei,Huawei-oD74,Android,2
IMEI_000000000001465,4283-IVYCI,Oppo,Oppo-gF56,Android,2
IMEI_000000000001466,1866-OBPNR,Huawei,Huawei-Es81,Android,2
IMEI_000000000001467,8205-MQUGY,Xiaomi,Xiaomi-cu49,Android,1
IMEI_000000000001468,8970-ANWXO,Nokia,Nokia-Gb01,Android,1
IMEI_000000000001469,9480-BQJEI,Nokia,Nokia-nL14,Android,2
IMEI_000000000001470,5394-SVGJV,Huawei,Huawei-tw00,Android,2
IMEI_000000000001471,6979-TNDEU,Nokia,Nokia-wV06,Android,2
IMEI_000000000001472,9777-WJJPR,Oppo,Oppo-EI24,Android,1
IMEI_000000000001473,9283-LZQOH,Nokia,Nokia-xr20,Android,1
IMEI_000000000001474,7079-QRCBC,Nokia,Nokia-Wi27,Android,1
IMEI_000000000001475,9495-SKLKD,Huawei,Huawei-wX94,Android,2
IMEI_000000000001476,6048-UWKAL,Nokia,Nokia-xM41,Android,1
IMEI_000000000001477,5067-DGXLL,Huawei,Huawei-vW27,Android,2
IMEI_000000000001478,5469-CTCWN,Nokia,Nokia-UM09,Android,2
IMEI_000000000001479,9851-QXEEQ,Apple,Apple-DW80,iOS,1
IMEI_000000000001480,6281-FKEWS,Xiaomi,Xiaomi-lV26,Android,2
IMEI_000000000001481,8898-KASCD,Xiaomi,Xiaomi-gt83,Android,2
IMEI_000000000001482,9242-TKFSV,Apple,Apple-Nw34,iOS,1
IMEI_000000000001483,9290-SHCMB,Xiaomi,Xiaomi-OO48,Android,2
IMEI_000000000001484,0743-HNPFG,Nokia,Nokia-RI93,Android,1
IMEI_000000000001485,2277-BKJKN,Samsung,Samsung-Mm51,Android,1
IMEI_000000000001486,9809-IMGCQ,Apple,Apple-FX78,iOS,1
IMEI_000000000001487,5208-HFSBT,Samsung,Samsung-jr61,Android,2
IMEI_000000000001488,5035-PGZXH,Apple,Apple-jl18,iOS,1
IMEI_000000000001489,8695-WDYEA,Nokia,Nokia-kn76,Android,2
IMEI_000000000001490,6543-JXSOO,Huawei,Huawei-BY83,Android,1
IMEI_000000000001491,8016-ZMGMO,Xiaomi,Xiaomi-Rs05,Android,1
IMEI_000000000001492,8605-ITULD,Oppo,Oppo-WJ91,Android,2
IMEI_000000000001493,3254-YRILK,Xiaomi,Xiaomi-WH20,Android,2
IMEI_000000000001494,6416-YJTTB,Samsung,Samsung-fD81,Android,2
IMEI_000000000001495,2667-WYLWJ,Oppo,Oppo-qz76,Android,2
IMEI_000000000001496,4472-VESGY,Huawei,Huawei-Mc53,Android,1
IMEI_000000000001497,3195-TQDZX,Apple,Apple-Zv65,iOS,2
IMEI_000000000001498,3128-YOVTD,Nokia,Nokia-ZQ60,Android,1
IMEI_000000000001499,0529-ONKER,Xiaomi,Xiaomi-an90,Android,2
IMEI_000000000001500,1728-CXQBE,Huawei,Huawei-jh10,Android,2
IMEI_000000000001501,7041-TXQJH,Nokia,Nokia-dk72,Android,2
IMEI_000000000001502,5014-GSOUQ,Oppo,Oppo-Zz82,Android,1
IMEI_000000000001503,5724-BIDBU,Oppo,Oppo-js85,Android,1
IMEI_000000000001504,0481-SUMCB,Nokia,Nokia-xR09,Android,2
IMEI_000000000001505,1769-GRUIK,Xiaomi,Xiaomi-pi26,Android,2
IMEI_000000000001506,5240-IJOQT,Nokia,Nokia-jl24,Android,2
IMEI_000000000001507,8819-WFGGJ,Nokia,Nokia-pQ40,Android,2
IMEI_000000000001508,7427-AUFPY,Huawei,Huawei-Me54,Android,1
IMEI_000000000001509,2811-POVEX,Huawei,Huawei-ID55,Android,2
IMEI_000000000001510,1092-GANHU,Huawei,Huawei-KN79,Android,2
IMEI_000000000001511,7898-PDWQE,Nokia,Nokia-Ig23,Android,1
IMEI_000000000001512,9972-EWRJS,Oppo,Oppo-dq96,Android,2
IMEI_000000000001513,9314-IJWSQ,Xiaomi,Xiaomi-Zb03,Android,1
IMEI_000000000001514,0661-XEYAN,Samsung,Samsung-TB87,Android,2
IMEI_000000000001515,5799-JRCZO,Nokia,Nokia-gz77,Android,1
IMEI_000000000001516,1921-KYSAY,Huawei,Huawei-Za63,Android,1
IMEI_000000000001517,6198-RTPMF,Nokia,Nokia-uk94,Android,2
IMEI_000000000001518,2924-KHUVI,Oppo,Oppo-QJ28,Android,1
IMEI_000000000001519,1925-GMVBW,Huawei,Huawei-Dm68,Android,1
IMEI_000000000001520,7881-EVUAD,Xiaomi,Xiaomi-FZ14,Android,2
IMEI_000000000001521,6184-DYUOB,Oppo,Oppo-sL71,Android,2
IMEI_000000000001522,9207-ZPANB,Apple,Apple-Yd77,iOS,1
IMEI_000000000001523,5766-XQXMQ,Oppo,Oppo-jW84,Android,1
IMEI_000000000001524,9327-QSDED,Xiaomi,Xiaomi-Fu47,Android,1
IMEI_000000000001525,1656-DRSMG,Nokia,Nokia-NE06,Android,2
IMEI_000000000001526,3012-VFFMN,Huawei,Huawei-cM49,Android,1
IMEI_000000000001527,2984-AFWNC,Oppo,Oppo-jE45,Android,1
IMEI_000000000001528,0640-YJTPY,Nokia,Nokia-LB47,Android,1
IMEI_000000000001529,8096-LOIST,Nokia,Nokia-Wr58,Android,1
IMEI_000000000001530,9764-REAFF,Apple,Apple-ss13,iOS,1
IMEI_000000000001531,3703-VAVCL,Samsung,Samsung-lX24,Android,2
IMEI_000000000001532,7107-UBYKY,Nokia,Nokia-he23,Android,2
IMEI_000000000001533,4881-GQJTW,Xiaomi,Xiaomi-cZ51,Android,2
IMEI_000000000001534,8519-QJGJD,Xiaomi,Xiaomi-Xo45,Android,1
IMEI_000000000001535,7876-DNYAP,Xiaomi,Xiaomi-SW92,Android,1
IMEI_000000000001536,7905-NJMXS,Oppo,Oppo-mS90,Android,1
IMEI_000000000001537,2882-WDTBA,Samsung,Samsung-ic72,Android,2
IMEI_000000000001538,2091-GPPIQ,Apple,Apple-qw00,iOS,1
IMEI_000000000001539,6326-MTTXK,Oppo,Oppo-iK33,Android,1
IMEI_000000000001540,5071-FBJFS,Xiaomi,Xiaomi-sc29,Android,1
IMEI_000000000001541,2796-UUZZO,Apple,Apple-pn84,iOS,1
IMEI_000000000001542,2429-AYKKO,Apple,Apple-rM39,iOS,2
IMEI_000000000001543,9798-OPFEM,Samsung,Samsung-Aj30,Android,2
IMEI_000000000001544,0330-IVZHA,Samsung,Samsung-pU24,Android,1
IMEI_000000000001545,3794-NFNCH,Samsung,Samsung-uX69,Android,2
IMEI_000000000001546,5193-QLVZB,Huawei,Huawei-WO54,Android,1
IMEI_000000000001547,7114-AEOZE,Samsung,Samsung-QT51,Android,1
IMEI_000000000001548,2886-KEFUM,Samsung,Samsung-Vp65,Android,1
IMEI_000000000001549,5522-NYKPB,Apple,Apple-vJ03,iOS,1
IMEI_000000000001550,4237-RLAQD,Apple,Apple-dt60,iOS,1
IMEI_000000000001551,9957-YODKZ,Huawei,Huawei-kD09,Android,1
IMEI_000000000001552,6518-KZXCB,Samsung,Samsung-iM89,Android,2
IMEI_000000000001553,2245-ADZFJ,Oppo,Oppo-sV90,Android,2
IMEI_000000000001554,7776-QGYJC,Samsung,Samsung-QS39,Android,1
IMEI_000000000001555,9313-QOLTZ,Nokia,Nokia-eI18,Android,2
IMEI_000000000001556,9651-GTSAQ,Nokia,Nokia-yM25,Android,2
IMEI_000000000001557,3186-BAXNB,Apple,Apple-wq99,iOS,2
IMEI_000000000001558,4672-FOTSD,Apple,Apple-HF63,iOS,1
IMEI_000000000001559,0637-YLETY,Nokia,Nokia-Oy68,Android,2
IMEI_000000000001560,9818-XQCUV,Oppo,Oppo-pi09,Android,1
IMEI_000000000001561,7338-ERIVA,Apple,Apple-Ge42,iOS,2
IMEI_000000000001562,1157-BQCUW,Samsung,Samsung-Ts29,Android,1
IMEI_000000000001563,8259-NFJTV,Huawei,Huawei-UL50,Android,1
IMEI_000000000001564,3223-DWFIO,Oppo,Oppo-eE05,Android,2
IMEI_000000000001565,2660-EMUBI,Nokia,Nokia-rL19,Android,1
IMEI_000000000001566,6968-GMKPR,Oppo,Oppo-yT00,Android,1
IMEI_000000000001567,4751-ERMAN,Samsung,Samsung-Bo76,Android,2
IMEI_000000000001568,1436-ZMJAN,Apple,Apple-ET02,iOS,2
IMEI_000000000001569,3292-PBZEJ,Xiaomi,Xiaomi-My38,Android,1
IMEI_000000000001570,0799-DDIHE,Nokia,Nokia-Kb85,Android,1
IMEI_000000000001571,3070-FNFZQ,Samsung,Samsung-eD34,Android,2
IMEI_000000000001572,2812-SFXMJ,Huawei,Huawei-tj08,Android,2
IMEI_000000000001573,7675-OZCZG,Huawei,Huawei-go94,Android,1
IMEI_000000000001574,5014-WUQMG,Nokia,Nokia-AV58,Android,1
IMEI_000000000001575,5312-TSZVC,Xiaomi,Xiaomi-Pp06,Android,2
IMEI_000000000001576,2003-CKLOR,Oppo,Oppo-Zc95,Android,1
IMEI_000000000001577,0993-OSGPT,Xiaomi,Xiaomi-jF79,Android,1
IMEI_000000000001578,9254-RBFON,Apple,Apple-Fn35,iOS,1
IMEI_000000000001579,1205-WNWPJ,Xiaomi,Xiaomi-zk16,Android,1
IMEI_000000000001580,9391-EOYLI,Samsung,Samsung-YW62,Android,2
IMEI_000000000001581,7108-DGVUU,Samsung,Samsung-BZ70,Android,1
IMEI_000000000001582,2782-JEEBU,Huawei,Huawei-Lk38,Android,2
IMEI_000000000001583,5127-BZENZ,Xiaomi,Xiaomi-KV71,Android,2
IMEI_000000000001584,2720-FVBQP,Apple,Apple-dk84,iOS,1
IMEI_000000000001585,9906-NHHVC,Huawei,Huawei-ln38,Android,1
IMEI_000000000001586,4522-XRWWI,Oppo,Oppo-fD59,Android,1
IMEI_000000000001587,3766-EJLFL,Huawei,Huawei-Pd95,Android,1
IMEI_000000000001588,5939-SXWHM,Apple,Apple-Sl11,iOS,1
IMEI_000000000001589,8152-UOBNY,Apple,Apple-zK41,iOS,2
IMEI_000000000001590,7351-KYHQH,Xiaomi,Xiaomi-Hd71,Android,2
IMEI_000000000001591,7643-RCHXS,Huawei,Huawei-ZB22,Android,2
IMEI_000000000001592,8246-SHFGA,Apple,Apple-Tl27,iOS,1
IMEI_000000000001593,8387-MOJJT,Huawei,Huawei-uv01,Android,1
IMEI_000000000001594,0620-XEFWH,Xiaomi,Xiaomi-RT82,Android,1
IMEI_000000000001595,6485-QXWWE,Nokia,Nokia-wQ23,Android,2
IMEI_000000000001596,2761-OCIAX,Apple,Apple-Da91,iOS,2
IMEI_000000000001597,7321-VGNKU,Huawei,Huawei-iW03,Android,1
IMEI_000000000001598,5327-CNLUQ,Nokia,Nokia-mj56,Android,2
IMEI_000000000001599,7552-KEYGT,Huawei,Huawei-GR28,Android,2
IMEI_000000000001600,5816-JMLGY,Xiaomi,Xiaomi-KS13,Android,1
IMEI_000000000001601,3068-OMWZA,Apple,Apple-IE76,iOS,2
IMEI_000000000001602,2927-QRRQV,Samsung,Samsung-Ko29,Android,2
IMEI_000000000001603,6032-KRXXO,Nokia,Nokia-Af85,Android,2
IMEI_000000000001604,7459-RRWQZ,Samsung,Samsung-OI59,Android,2
IMEI_000000000001605,6265-SXWBU,Huawei,Huawei-iO64,Android,1
IMEI_000000000001606,7941-RCJOW,Apple,Apple-AG34,iOS,1
IMEI_000000000001607,6374-NTQLP,Samsung,Samsung-TV31,Android,1
IMEI_000000000001608,4154-AQUGT,Xiaomi,Xiaomi-Oh21,Android,1
IMEI_000000000001609,2387-KDZQY,Apple,Apple-xF60,iOS,1
IMEI_000000000001610,3584-WKTTW,Xiaomi,Xiaomi-pJ46,Android,2
IMEI_000000000001611,3399-BMLVW,Samsung,Samsung-RG32,Android,1
IMEI_000000000001612,1971-DTCZB,Huawei,Huawei-bM39,Android,1
IMEI_000000000001613,3092-IGHWF,Samsung,Samsung-kt40,Android,2
IMEI_000000000001614,3374-PZLXD,Nokia,Nokia-ds84,Android,2
IMEI_000000000001615,3813-DHBBB,Nokia,Nokia-GP59,Android,2
IMEI_000000000001616,2812-REYAT,Xiaomi,Xiaomi-JG76,Android,1
IMEI_000000000001617,6518-PPLMZ,Samsung,Samsung-qN47,Android,1
IMEI_000000000001618,4939-KYYPY,Huawei,Huawei-Vo40,Android,1
IMEI_000000000001619,8017-LXHFA,Xiaomi,Xiaomi-kf22,Android,1
IMEI_000000000001620,5930-GBIWP,Samsung,Samsung-Fx78,Android,2
IMEI_000000000001621,6022-KOUQO,Nokia,Nokia-Gj52,Android,2
IMEI_000000000001622,6352-TWCAU,Xiaomi,Xiaomi-hu07,Android,2
IMEI_000000000001623,2361-UPSND,Nokia,Nokia-bC38,Android,1
IMEI_000000000001624,6035-RIIOM,Samsung,Samsung-EU86,Android,2
IMEI_000000000001625,2929-QNSRW,Samsung,Samsung-rn60,Android,1
IMEI_000000000001626,1262-OPMFY,Nokia,Nokia-IG18,Android,1
IMEI_000000000001627,9504-DSHWM,Apple,Apple-GX08,iOS,1
IMEI_000000000001628,5035-BVCXS,Samsung,Samsung-Km67,Android,2
IMEI_000000000001629,6267-DCFFZ,Xiaomi,Xiaomi-Qn29,Android,2
IMEI_000000000001630,3533-UVMOM,Huawei,Huawei-Nr52,Android,2
IMEI_000000000001631,2439-LYPMQ,Xiaomi,Xiaomi-nk69,Android,2
IMEI_000000000001632,4248-QPAVC,Apple,Apple-Tp04,iOS,2
IMEI_000000000001633,1899-VXWXM,Xiaomi,Xiaomi-Ok41,Android,1
