complaint_id,customer_id,tower_id,complaint_type,status,resolution_days,complaint_date
COMP_01201,5299-RULOA,TOWER_035,SIM Issue,Open,3,2026-01-23
COMP_01202,3207-OYBWH,TOWER_007,Billing Error,Resolved,35,2025-11-18
COMP_01203,9451-LPGOO,TOWER_036,Network Outage,Escalated,11,2025-04-28
COMP_01204,3834-XUIFC,TOWER_033,Call Drop,Open,19,2025-05-26
COMP_01205,2135-RXIHG,TOWER_003,SIM Issue,Escalated,27,2025-08-18
COMP_01206,5624-BQSSA,TOWER_037,Billing Error,Resolved,24,2026-02-09
COMP_01207,3104-OWCGK,TOWER_016,Slow Data,Open,44,2026-02-02
COMP_01208,5922-ABDVO,TOWER_020,Billing Error,Open,32,2026-03-09
COMP_01209,2685-SREOM,TOWER_004,SIM Issue,Resolved,32,2025-07-29
COMP_01210,5150-LJNSR,TOWER_013,Call Drop,Open,41,2025-10-08
COMP_01211,4628-CTTLA,TOWER_034,Billing Error,Open,21,2026-03-17
COMP_01212,2829-HYVZP,TOWER_020,Slow Data,Resolved,31,2026-03-24
COMP_01213,1285-OKIPP,TOWER_028,Billing Error,Escalated,24,2026-04-16
COMP_01214,3470-BTGQO,TOWER_043,Slow Data,Open,37,2026-04-25
COMP_01215,3714-XPXBW,TOWER_022,Billing Error,Escalated,43,2025-12-08
COMP_01216,3249-ZPQRG,TOWER_046,Call Drop,Escalated,34,2025-10-29
COMP_01217,1867-BDVFH,TOWER_012,Network Outage,Escalated,16,2026-02-05
COMP_01218,7976-CICYS,TOWER_041,Slow Data,Resolved,33,2025-11-09
COMP_01219,3865-YIOTT,TOWER_041,SIM Issue,Resolved,12,2026-02-23
COMP_01220,5143-WMWOG,TOWER_049,Network Outage,Resolved,27,2025-08-21
COMP_01221,9492-TOKRI,TOWER_046,Slow Data,Escalated,26,2026-03-26
COMP_01222,3244-DCJWY,TOWER_021,SIM Issue,Resolved,8,2026-01-31
COMP_01223,3859-CVCET,TOWER_045,Network Outage,Open,37,2025-07-20
COMP_01224,3164-YAXFY,TOWER_034,Network Outage,Open,32,2026-04-06
COMP_01225,5777-ZPQNC,TOWER_041,Billing Error,Resolved,23,2025-11-18
COMP_01226,9530-GRMJG,TOWER_046,Network Outage,Resolved,16,2026-04-27
COMP_01227,4112-LUEIZ,TOWER_023,Billing Error,Open,4,2025-11-09
COMP_01228,7994-UYIVZ,TOWER_017,Slow Data,Escalated,34,2025-05-27
COMP_01229,9804-ICWBG,TOWER_036,Network Outage,Escalated,14,2025-09-14
COMP_01230,0520-FDVVT,TOWER_043,Slow Data,Escalated,43,2026-04-23
COMP_01231,4412-YLTKF,TOWER_044,Call Drop,Escalated,21,2025-12-15
COMP_01232,9046-DQMTP,TOWER_043,Billing Error,Open,1,2025-05-17
COMP_01233,3714-JTVOV,TOWER_009,Network Outage,Open,44,2025-06-25
COMP_01234,2037-XJFUP,TOWER_026,Slow Data,Escalated,21,2025-08-28
COMP_01235,3815-SLMEF,TOWER_041,SIM Issue,Escalated,34,2025-07-12
COMP_01236,1098-KFQEC,TOWER_033,Call Drop,Resolved,27,2026-02-14
COMP_01237,4658-HCOHW,TOWER_002,Call Drop,Open,33,2026-04-23
COMP_01238,0568-ONFPC,TOWER_034,Billing Error,Resolved,32,2025-10-18
COMP_01239,4588-YBNIB,TOWER_021,Billing Error,Resolved,40,2025-06-17
COMP_01240,4626-GYCZP,TOWER_009,Call Drop,Escalated,5,2026-04-14
COMP_01241,2958-NHPPS,TOWER_037,Slow Data,Open,10,2025-08-21
COMP_01242,4322-RCYMT,TOWER_010,SIM Issue,Open,28,2026-04-05
COMP_01243,4423-YLHDV,TOWER_039,Slow Data,Open,14,2025-07-22
COMP_01244,2585-KTFRE,TOWER_020,Slow Data,Open,20,2025-09-21
COMP_01245,7576-OYWBN,TOWER_043,Call Drop,Escalated,23,2025-07-19
COMP_01246,3926-CUQZX,TOWER_043,SIM Issue,Open,7,2025-08-18
COMP_01247,8775-CEBBJ,TOWER_002,Network Outage,Escalated,32,2026-01-29
COMP_01248,6087-MVHJH,TOWER_045,Slow Data,Resolved,2,2026-01-30
COMP_01249,6910-HADCM,TOWER_013,Network Outage,Resolved,43,2025-10-29
COMP_01250,2346-DJQTB,TOWER_017,Billing Error,Escalated,4,2025-10-14
COMP_01251,0363-QJVFX,TOWER_019,Billing Error,Escalated,8,2026-04-24
COMP_01252,4745-LSPLO,TOWER_050,Call Drop,Open,36,2025-10-31
COMP_01253,1323-OOEPC,TOWER_036,Network Outage,Open,10,2025-05-12
COMP_01254,4603-JANFB,TOWER_038,Network Outage,Resolved,44,2025-07-04
COMP_01255,7998-ZLXWN,TOWER_021,Slow Data,Escalated,8,2026-01-26
COMP_01256,5028-HTLJB,TOWER_050,Slow Data,Resolved,37,2026-02-25
COMP_01257,5081-NWSUP,TOWER_001,Billing Error,Resolved,44,2025-06-26
COMP_01258,7240-FQLHE,TOWER_039,Billing Error,Open,43,2025-05-28
COMP_01259,2023-VQFDL,TOWER_005,Network Outage,Resolved,28,2025-08-04
COMP_01260,3296-SILRA,TOWER_036,Billing Error,Resolved,20,2025-05-15
COMP_01261,8083-YTZES,TOWER_028,Slow Data,Escalated,3,2026-04-09
COMP_01262,4550-EVXNY,TOWER_018,SIM Issue,Escalated,44,2025-08-24
COMP_01263,3331-HQDTW,TOWER_041,Call Drop,Open,45,2025-11-30
COMP_01264,0488-GSLFR,TOWER_033,Billing Error,Escalated,18,2026-03-13
COMP_01265,2082-OJVTK,TOWER_003,Call Drop,Resolved,16,2026-04-13
COMP_01266,2685-SREOM,TOWER_003,Call Drop,Resolved,32,2025-05-04
COMP_01267,0056-EPFBG,TOWER_004,Slow Data,Escalated,2,2025-05-30
COMP_01268,6178-KFNHS,TOWER_013,Call Drop,Resolved,40,2025-09-21
COMP_01269,2332-EFBJY,TOWER_031,Call Drop,Escalated,40,2025-08-09
COMP_01270,4816-JBHOV,TOWER_014,Network Outage,Resolved,30,2026-04-14
COMP_01271,0875-CABNR,TOWER_007,Network Outage,Escalated,31,2025-12-14
COMP_01272,9681-OXGVC,TOWER_025,Billing Error,Open,33,2026-02-26
COMP_01273,6457-USBER,TOWER_036,Slow Data,Escalated,5,2025-07-16
COMP_01274,9313-CDOGY,TOWER_029,SIM Issue,Escalated,15,2025-05-08
COMP_01275,1965-DDBWU,TOWER_012,Slow Data,Escalated,24,2025-06-20
COMP_01276,4424-TKOPW,TOWER_037,Billing Error,Escalated,40,2026-01-18
COMP_01277,4566-QVRRW,TOWER_016,Network Outage,Resolved,9,2025-11-01
COMP_01278,3765-JXVKY,TOWER_034,SIM Issue,Resolved,43,2026-02-09
COMP_01279,8617-ENBDS,TOWER_003,Call Drop,Open,36,2026-01-28
COMP_01280,4074-SJFFA,TOWER_016,Call Drop,Open,5,2025-09-09
COMP_01281,8580-QVLOC,TOWER_021,Slow Data,Open,33,2025-11-30
COMP_01282,7815-PDTHL,TOWER_049,Billing Error,Open,21,2026-01-18
COMP_01283,7538-GWHML,TOWER_032,SIM Issue,Open,4,2025-11-18
COMP_01284,7861-UVUFT,TOWER_004,Call Drop,Open,44,2025-07-24
COMP_01285,8651-ENBZX,TOWER_048,Billing Error,Open,7,2026-02-06
COMP_01286,5236-PERKL,TOWER_025,Billing Error,Escalated,18,2026-04-09
COMP_01287,4690-LLKUA,TOWER_021,Billing Error,Open,37,2025-11-11
COMP_01288,0654-HMSHN,TOWER_020,SIM Issue,Resolved,7,2025-08-01
COMP_01289,3544-FBCAS,TOWER_001,SIM Issue,Escalated,15,2025-11-29
COMP_01290,9244-ZVAPM,TOWER_034,Network Outage,Resolved,45,2025-06-29
COMP_01291,7130-VTEWQ,TOWER_012,Network Outage,Escalated,35,2026-03-23
COMP_01292,8380-MQINP,TOWER_023,Slow Data,Resolved,5,2026-02-09
COMP_01293,9058-CBREO,TOWER_032,Slow Data,Open,31,2026-03-06
COMP_01294,5756-JYOJT,TOWER_006,SIM Issue,Resolved,44,2025-06-24
COMP_01295,8696-JKZNU,TOWER_033,Call Drop,Resolved,19,2025-05-23
COMP_01296,4774-HHGGS,TOWER_014,Billing Error,Resolved,26,2025-07-28
COMP_01297,6772-KSATR,TOWER_028,SIM Issue,Open,44,2025-12-04
COMP_01298,1212-GLHMD,TOWER_022,Billing Error,Resolved,25,2026-04-27
COMP_01299,7319-VENRZ,TOWER_010,Call Drop,Resolved,31,2025-06-08
COMP_01300,3992-YWPKO,TOWER_015,SIM Issue,Resolved,25,2026-03-15
COMP_01301,7273-TEFQD,TOWER_022,Network Outage,Resolved,2,2025-05-05
COMP_01302,1522-VVDMG,TOWER_022,Billing Error,Resolved,4,2025-08-09
COMP_01303,5569-OUICF,TOWER_027,Network Outage,Escalated,18,2026-01-27
COMP_01304,8155-IBNHG,TOWER_011,Slow Data,Open,41,2025-11-07
COMP_01305,5616-PRTNT,TOWER_021,Billing Error,Open,26,2026-03-01
COMP_01306,6584-VQMYT,TOWER_046,SIM Issue,Open,31,2026-04-21
COMP_01307,4116-IQRFR,TOWER_050,Slow Data,Resolved,29,2025-08-12
COMP_01308,4441-NIHPT,TOWER_036,Network Outage,Escalated,17,2025-07-10
COMP_01309,4566-QVRRW,TOWER_026,Call Drop,Open,45,2026-02-01
COMP_01310,3439-GVUSX,TOWER_013,SIM Issue,Escalated,37,2025-05-18
COMP_01311,9614-RMGHA,TOWER_025,Network Outage,Resolved,33,2025-08-18
COMP_01312,0836-SEYLU,TOWER_050,SIM Issue,Open,3,2026-02-03
COMP_01313,0578-SKVMF,TOWER_030,SIM Issue,Escalated,4,2025-07-15
COMP_01314,2884-GBPFB,TOWER_032,Slow Data,Open,22,2026-02-02
COMP_01315,1871-MOWRM,TOWER_044,Billing Error,Resolved,23,2025-06-21
COMP_01316,6661-HBGWL,TOWER_025,Billing Error,Escalated,24,2026-02-05
COMP_01317,5696-QURRL,TOWER_004,Billing Error,Escalated,30,2025-06-07
COMP_01318,5027-XWQHA,TOWER_009,SIM Issue,Open,35,2025-08-11
COMP_01319,8019-ENHXU,TOWER_005,Billing Error,Resolved,38,2026-03-05
COMP_01320,3565-UNOCC,TOWER_006,Slow Data,Resolved,3,2025-09-26
COMP_01321,2754-XBHTB,TOWER_015,Call Drop,Escalated,29,2026-01-07
COMP_01322,0378-XSZPU,TOWER_014,Billing Error,Open,11,2026-01-29
COMP_01323,8603-IJWDN,TOWER_025,Slow Data,Resolved,2,2026-03-17
COMP_01324,0107-YHINA,TOWER_027,Billing Error,Open,1,2025-05-04
COMP_01325,9492-TOKRI,TOWER_049,Billing Error,Open,26,2025-08-30
COMP_01326,8559-CIZFV,TOWER_045,SIM Issue,Open,3,2025-12-19
COMP_01327,9685-WKZGT,TOWER_029,Slow Data,Escalated,40,2026-01-15
COMP_01328,4039-PIMHX,TOWER_024,Slow Data,Resolved,22,2025-09-27
COMP_01329,8051-HJRLT,TOWER_020,Call Drop,Open,17,2026-03-01
COMP_01330,5076-YVXCM,TOWER_049,Call Drop,Open,3,2025-08-17
COMP_01331,5173-ZXXXL,TOWER_044,Slow Data,Open,23,2026-01-08
COMP_01332,1066-JKSGK,TOWER_048,Network Outage,Resolved,21,2025-05-23
COMP_01333,0880-TKATG,TOWER_013,Slow Data,Escalated,32,2025-05-23
COMP_01334,6982-UQZLY,TOWER_038,Billing Error,Open,25,2026-04-13
COMP_01335,8510-AWCXC,TOWER_024,Call Drop,Open,27,2025-12-17
COMP_01336,9912-GVSEQ,TOWER_007,Network Outage,Open,41,2025-05-29
COMP_01337,8943-URTMR,TOWER_030,Billing Error,Escalated,7,2025-05-29
COMP_01338,7969-AULMZ,TOWER_002,Network Outage,Open,18,2025-10-22
COMP_01339,8058-INTPH,TOWER_050,Slow Data,Escalated,38,2025-12-12
COMP_01340,5859-HZYLF,TOWER_025,Billing Error,Resolved,21,2025-08-04
COMP_01341,1320-HTRDR,TOWER_036,Network Outage,Escalated,26,2025-05-06
COMP_01342,9327-QSDED,TOWER_019,SIM Issue,Open,7,2025-12-30
COMP_01343,1218-VKFPE,TOWER_014,Slow Data,Open,37,2025-09-06
COMP_01344,5183-SNMJQ,TOWER_012,Billing Error,Open,25,2025-12-28
COMP_01345,7883-ROJOC,TOWER_032,SIM Issue,Escalated,10,2025-09-07
COMP_01346,6131-FOYAS,TOWER_043,Network Outage,Escalated,9,2025-06-13
COMP_01347,8808-ELEHO,TOWER_026,SIM Issue,Open,18,2025-10-15
COMP_01348,6646-VRFOL,TOWER_015,Network Outage,Resolved,18,2026-03-12
COMP_01349,6907-NZZIJ,TOWER_045,Billing Error,Open,15,2025-08-03
COMP_01350,1768-ZAIFU,TOWER_047,SIM Issue,Open,18,2025-10-02
COMP_01351,5536-RTPWK,TOWER_050,Billing Error,Resolved,41,2026-03-12
COMP_01352,3018-TFTSU,TOWER_029,Call Drop,Escalated,42,2025-06-23
COMP_01353,3440-JPSCL,TOWER_017,Call Drop,Escalated,35,2025-07-25
COMP_01354,0236-HFWSV,TOWER_015,Call Drop,Open,17,2025-12-10
COMP_01355,2656-FMOKZ,TOWER_005,Slow Data,Open,17,2025-09-07
COMP_01356,3721-CNEYS,TOWER_050,Billing Error,Resolved,18,2026-03-11
COMP_01357,6671-NGWON,TOWER_049,Slow Data,Resolved,36,2025-08-27
COMP_01358,2003-CKLOR,TOWER_013,Call Drop,Open,20,2025-12-17
COMP_01359,9237-HQITU,TOWER_050,Billing Error,Escalated,34,2025-11-04
COMP_01360,0265-EDXBD,TOWER_045,Slow Data,Open,39,2025-07-26
COMP_01361,8969-PRHFK,TOWER_023,Slow Data,Resolved,12,2026-02-09
COMP_01362,2710-WYVXG,TOWER_049,Billing Error,Open,16,2025-07-11
COMP_01363,2165-VOEGB,TOWER_013,Slow Data,Escalated,24,2026-02-15
COMP_01364,0375-HVGXO,TOWER_029,Billing Error,Resolved,35,2026-01-24
COMP_01365,5364-EVNIB,TOWER_032,Network Outage,Open,19,2026-03-16
COMP_01366,0390-DCFDQ,TOWER_031,SIM Issue,Open,17,2025-11-08
COMP_01367,2851-MMUTZ,TOWER_050,Network Outage,Open,3,2025-07-28
COMP_01368,4116-TZAQJ,TOWER_017,Network Outage,Resolved,6,2025-07-20
COMP_01369,9885-CSMWE,TOWER_012,Slow Data,Resolved,17,2026-03-01
COMP_01370,2642-DTVCO,TOWER_015,SIM Issue,Escalated,45,2026-04-24
COMP_01371,5995-WWKKG,TOWER_035,Call Drop,Open,34,2025-11-29
COMP_01372,7319-VENRZ,TOWER_028,Slow Data,Resolved,2,2025-05-27
COMP_01373,3707-GNWHM,TOWER_014,Call Drop,Escalated,29,2026-02-01
COMP_01374,1222-KJNZD,TOWER_037,SIM Issue,Open,2,2025-08-16
COMP_01375,4080-OGPJL,TOWER_022,Billing Error,Escalated,33,2026-03-27
COMP_01376,4585-HETAI,TOWER_008,Network Outage,Resolved,42,2025-09-29
COMP_01377,5301-GAUUY,TOWER_039,Billing Error,Resolved,19,2025-11-13
COMP_01378,5393-RXQSZ,TOWER_012,SIM Issue,Resolved,8,2025-10-29
COMP_01379,0461-CVKMU,TOWER_016,Billing Error,Escalated,27,2025-06-01
COMP_01380,0322-CHQRU,TOWER_023,Call Drop,Open,6,2026-04-26
COMP_01381,6513-EECDB,TOWER_007,SIM Issue,Escalated,12,2025-12-30
COMP_01382,4146-SVFUD,TOWER_047,Network Outage,Open,35,2025-09-26
COMP_01383,2955-BJZHG,TOWER_025,Network Outage,Resolved,2,2025-07-19
COMP_01384,8740-CRYFY,TOWER_041,Network Outage,Escalated,41,2025-09-09
COMP_01385,5515-AKOAJ,TOWER_023,Slow Data,Escalated,11,2025-05-22
COMP_01386,3932-CMDTD,TOWER_020,Billing Error,Resolved,31,2025-09-26
COMP_01387,9526-JAWYF,TOWER_001,Billing Error,Open,32,2025-06-04
COMP_01388,0348-SDKOL,TOWER_046,Call Drop,Open,39,2026-02-14
COMP_01389,1086-LXKFY,TOWER_048,Network Outage,Open,43,2025-07-08
COMP_01390,0419-YAAPX,TOWER_024,Slow Data,Escalated,19,2026-01-19
COMP_01391,4854-SSLTN,TOWER_009,Call Drop,Escalated,22,2025-08-05
COMP_01392,4132-KALRO,TOWER_035,SIM Issue,Escalated,24,2025-06-04
COMP_01393,0415-MOSGF,TOWER_037,SIM Issue,Open,19,2025-05-10
COMP_01394,3132-TVFDZ,TOWER_009,Slow Data,Escalated,31,2025-11-12
COMP_01395,5895-QSXOD,TOWER_015,SIM Issue,Open,14,2025-08-09
COMP_01396,5692-FPTAH,TOWER_034,SIM Issue,Resolved,19,2025-09-28
COMP_01397,6173-ITPWD,TOWER_038,Network Outage,Escalated,15,2026-03-01
COMP_01398,5590-YRFJT,TOWER_003,Network Outage,Open,39,2025-10-05
COMP_01399,2472-OVKUP,TOWER_040,Billing Error,Resolved,32,2025-08-16
COMP_01400,4293-ETKAP,TOWER_044,Slow Data,Escalated,21,2025-07-22
COMP_01401,1977-STDKI,TOWER_014,Network Outage,Escalated,6,2025-07-21
COMP_01402,6210-KBBPI,TOWER_011,Call Drop,Escalated,33,2026-04-15
COMP_01403,7410-KTVFV,TOWER_019,Slow Data,Resolved,20,2026-02-08
COMP_01404,3393-FMZPV,TOWER_013,Network Outage,Open,30,2026-01-03
COMP_01405,9053-JZFKV,TOWER_030,Call Drop,Resolved,41,2025-12-29
COMP_01406,2696-ECXKC,TOWER_049,Slow Data,Escalated,7,2026-01-22
COMP_01407,7207-RMRDB,TOWER_019,Network Outage,Escalated,34,2026-03-09
COMP_01408,8945-GRKHX,TOWER_036,Billing Error,Resolved,28,2026-04-14
COMP_01409,2525-GVKQU,TOWER_011,Billing Error,Escalated,4,2025-07-18
COMP_01410,2446-BEGGB,TOWER_038,Slow Data,Open,23,2026-02-22
COMP_01411,0311-UNPFF,TOWER_003,Call Drop,Open,29,2025-09-25
COMP_01412,4302-ZYFEL,TOWER_002,Slow Data,Escalated,4,2025-10-05
COMP_01413,1114-CENIM,TOWER_042,SIM Issue,Open,16,2025-09-09
COMP_01414,4859-ZSRDZ,TOWER_029,Network Outage,Escalated,5,2025-05-14
COMP_01415,9057-MSWCO,TOWER_018,Call Drop,Resolved,3,2026-03-04
COMP_01416,0778-NELLA,TOWER_044,Billing Error,Resolved,26,2025-10-25
COMP_01417,5708-EVONK,TOWER_026,Slow Data,Resolved,29,2026-03-06
COMP_01418,2011-TRQYE,TOWER_005,Network Outage,Resolved,30,2026-04-17
COMP_01419,2451-YMUXS,TOWER_047,Billing Error,Open,24,2026-01-27
COMP_01420,8075-GXIUB,TOWER_044,SIM Issue,Resolved,17,2025-11-26
COMP_01421,6821-BUXUX,TOWER_001,Call Drop,Open,39,2026-04-16
COMP_01422,8060-HIWJJ,TOWER_044,Call Drop,Resolved,31,2025-11-15
COMP_01423,6849-OYAMU,TOWER_008,Slow Data,Open,41,2026-02-18
COMP_01424,3043-TYBNO,TOWER_013,Call Drop,Open,28,2025-05-25
COMP_01425,6302-JGYRJ,TOWER_015,Network Outage,Resolved,6,2026-04-23
COMP_01426,4080-IIARD,TOWER_033,SIM Issue,Open,25,2025-06-19
COMP_01427,6997-UVGOX,TOWER_015,Call Drop,Open,40,2026-02-01
COMP_01428,8676-TRMJS,TOWER_020,SIM Issue,Open,11,2026-04-07
COMP_01429,3023-GFLBR,TOWER_035,SIM Issue,Open,31,2026-03-23
COMP_01430,8402-EIVQS,TOWER_024,Billing Error,Resolved,45,2026-02-08
COMP_01431,6121-VZNQB,TOWER_034,SIM Issue,Resolved,15,2026-01-23
COMP_01432,4587-VVTOX,TOWER_033,Slow Data,Resolved,41,2026-02-21
COMP_01433,3243-ZHOHY,TOWER_049,SIM Issue,Escalated,29,2025-07-02
COMP_01434,2050-ONYDQ,TOWER_023,Network Outage,Resolved,39,2025-09-14
COMP_01435,3677-IYRBF,TOWER_012,Billing Error,Open,42,2025-08-12
COMP_01436,2947-DOMLJ,TOWER_024,Slow Data,Resolved,1,2025-11-24
COMP_01437,2115-BFTIW,TOWER_014,Slow Data,Escalated,39,2026-03-03
COMP_01438,6366-ZGQGL,TOWER_026,Network Outage,Escalated,27,2026-02-09
COMP_01439,6653-CBBOM,TOWER_046,Call Drop,Resolved,21,2026-02-01
COMP_01440,2632-UCGVD,TOWER_020,Slow Data,Open,17,2026-01-20
COMP_01441,4686-UXDML,TOWER_032,Network Outage,Escalated,33,2025-08-18
COMP_01442,3398-FSHON,TOWER_006,Billing Error,Resolved,33,2026-04-08
COMP_01443,8436-BJUMM,TOWER_025,Billing Error,Escalated,36,2025-08-31
COMP_01444,9600-NAXZN,TOWER_049,Billing Error,Resolved,42,2025-11-23
COMP_01445,7295-JOMMD,TOWER_005,Slow Data,Escalated,30,2026-03-07
COMP_01446,6005-OBZPH,TOWER_038,SIM Issue,Resolved,8,2025-07-02
COMP_01447,0618-XWMSS,TOWER_042,Network Outage,Escalated,28,2026-02-03
COMP_01448,7294-TMAOP,TOWER_027,Call Drop,Resolved,20,2025-07-08
COMP_01449,8219-VYBVI,TOWER_049,Billing Error,Resolved,1,2026-03-26
COMP_01450,0004-TLHLJ,TOWER_031,Call Drop,Resolved,18,2025-12-03
COMP_01451,4446-BZKHU,TOWER_046,SIM Issue,Resolved,31,2025-10-02
COMP_01452,2519-FAKOD,TOWER_014,SIM Issue,Escalated,20,2025-06-20
COMP_01453,2309-OSFEU,TOWER_020,Call Drop,Resolved,9,2025-09-12
COMP_01454,5567-WSELE,TOWER_013,Network Outage,Open,15,2025-09-06
COMP_01455,2027-CWDNU,TOWER_003,SIM Issue,Escalated,2,2025-05-04
COMP_01456,9124-LHCJQ,TOWER_005,Slow Data,Resolved,45,2025-08-26
COMP_01457,7278-CKDNC,TOWER_032,Slow Data,Escalated,45,2025-07-21
COMP_01458,9537-JALFH,TOWER_008,Slow Data,Open,5,2025-12-21
COMP_01459,0581-BXBUB,TOWER_026,Network Outage,Open,31,2025-08-19
COMP_01460,4361-JEIVL,TOWER_009,Billing Error,Escalated,34,2025-11-26
COMP_01461,4501-EQDRN,TOWER_007,Call Drop,Open,9,2026-04-02
COMP_01462,1024-VRZHF,TOWER_020,Network Outage,Resolved,20,2026-01-09
COMP_01463,0515-YPMCW,TOWER_048,Billing Error,Resolved,4,2025-10-20
COMP_01464,3797-VTIDR,TOWER_027,Call Drop,Escalated,36,2025-07-13
COMP_01465,0130-SXOUN,TOWER_013,SIM Issue,Resolved,31,2026-03-29
COMP_01466,3806-DXQOM,TOWER_028,Billing Error,Resolved,11,2026-02-28
COMP_01467,1539-LNKHM,TOWER_020,Slow Data,Escalated,7,2026-04-01
COMP_01468,7240-ETPTR,TOWER_044,Slow Data,Open,42,2026-02-28
COMP_01469,1955-IBMMB,TOWER_045,Billing Error,Open,33,2025-07-06
COMP_01470,4079-WWQQQ,TOWER_044,Call Drop,Escalated,31,2025-10-03
COMP_01471,9840-DVNDC,TOWER_010,Billing Error,Open,36,2026-01-07
COMP_01472,9948-YPTDG,TOWER_016,SIM Issue,Escalated,15,2025-12-02
COMP_01473,1066-JKSGK,TOWER_021,Call Drop,Escalated,21,2026-03-18
COMP_01474,8080-DDEMJ,TOWER_009,Slow Data,Escalated,25,2025-11-03
COMP_01475,2645-QTLMB,TOWER_023,Network Outage,Resolved,5,2025-10-20
COMP_01476,9430-FRQOC,TOWER_007,Billing Error,Escalated,25,2025-06-14
COMP_01477,5356-RHIPP,TOWER_010,Call Drop,Escalated,9,2025-07-01
COMP_01478,7734-DBOAI,TOWER_033,Billing Error,Escalated,21,2025-08-30
COMP_01479,8840-DQLGN,TOWER_008,Network Outage,Open,39,2025-11-04
COMP_01480,5356-RHIPP,TOWER_021,Network Outage,Open,26,2026-01-12
COMP_01481,0962-CQPWQ,TOWER_010,Network Outage,Open,37,2026-03-18
COMP_01482,9828-AOQLM,TOWER_046,Billing Error,Open,41,2025-05-22
COMP_01483,3932-CMDTD,TOWER_024,Network Outage,Open,17,2025-07-11
COMP_01484,9822-WMWVG,TOWER_003,Billing Error,Resolved,7,2025-06-12
COMP_01485,1853-UDXBW,TOWER_045,Network Outage,Resolved,22,2025-10-09
COMP_01486,3943-KDREE,TOWER_005,Billing Error,Open,42,2025-08-16
COMP_01487,5883-GTGVD,TOWER_003,Billing Error,Open,18,2025-07-05
COMP_01488,0423-UDIJQ,TOWER_032,Network Outage,Escalated,44,2025-06-03
COMP_01489,1120-BMWUB,TOWER_012,Slow Data,Open,36,2025-06-19
COMP_01490,3536-IQCTX,TOWER_013,Call Drop,Escalated,15,2026-01-01
COMP_01491,0378-NHQXU,TOWER_037,Call Drop,Resolved,8,2025-09-02
COMP_01492,5698-BQJOH,TOWER_031,Network Outage,Resolved,26,2025-08-24
COMP_01493,7110-BDTWG,TOWER_036,Billing Error,Resolved,2,2025-12-04
COMP_01494,9778-OGKQZ,TOWER_041,Network Outage,Escalated,21,2026-03-26
COMP_01495,1660-HSOOQ,TOWER_014,Slow Data,Resolved,13,2026-02-11
COMP_01496,7780-OTDSO,TOWER_025,Network Outage,Open,35,2025-08-31
COMP_01497,4844-JJWUY,TOWER_026,Network Outage,Open,28,2025-06-30
COMP_01498,5052-PNLOS,TOWER_041,SIM Issue,Resolved,16,2026-02-26
COMP_01499,0234-TEVTT,TOWER_039,Slow Data,Escalated,20,2025-06-11
COMP_01500,6599-RCLCJ,TOWER_006,Slow Data,Resolved,41,2026-02-14
COMP_01501,3685-YLCMQ,TOWER_031,SIM Issue,Escalated,24,2026-04-20
COMP_01502,3244-DCJWY,TOWER_037,Billing Error,Open,16,2025-05-29
COMP_01503,3170-NMYVV,TOWER_007,SIM Issue,Escalated,22,2025-08-22
COMP_01504,6284-AHOOQ,TOWER_027,Slow Data,Resolved,40,2025-10-20
COMP_01505,4183-WCSEP,TOWER_037,Billing Error,Escalated,4,2025-10-26
COMP_01506,3247-ZVOUO,TOWER_002,Billing Error,Resolved,42,2025-09-21
COMP_01507,3272-VUHPV,TOWER_030,Network Outage,Resolved,20,2025-08-27
COMP_01508,3146-JTQHR,TOWER_001,Call Drop,Resolved,32,2026-03-15
COMP_01509,0519-XUZJU,TOWER_005,Call Drop,Escalated,16,2025-05-12
COMP_01510,2889-FPWRM,TOWER_037,Call Drop,Escalated,41,2026-03-20
COMP_01511,5027-XWQHA,TOWER_023,Slow Data,Open,39,2025-05-02
COMP_01512,9259-PACGQ,TOWER_026,Network Outage,Resolved,28,2025-10-28
COMP_01513,3799-ISUZQ,TOWER_035,Network Outage,Escalated,19,2025-11-13
COMP_01514,4484-CGXFK,TOWER_015,Network Outage,Escalated,11,2025-07-15
COMP_01515,6410-LEFEN,TOWER_004,Network Outage,Resolved,13,2025-06-01
COMP_01516,9436-ZBZCT,TOWER_042,Billing Error,Resolved,36,2025-11-14
COMP_01517,6476-YHMGA,TOWER_019,SIM Issue,Resolved,23,2025-12-26
COMP_01518,7580-UGXNC,TOWER_004,Call Drop,Resolved,21,2025-11-19
COMP_01519,7488-MXJIV,TOWER_033,Call Drop,Escalated,2,2025-10-09
COMP_01520,7242-QZLXF,TOWER_003,SIM Issue,Open,17,2025-12-27
COMP_01521,7503-ZGUZJ,TOWER_026,Slow Data,Open,29,2026-04-09
COMP_01522,6537-QLGEX,TOWER_026,Slow Data,Escalated,35,2025-08-14
COMP_01523,2433-KMEAS,TOWER_013,SIM Issue,Open,27,2026-03-25
COMP_01524,2659-VXMWZ,TOWER_041,Billing Error,Escalated,18,2025-06-01
COMP_01525,0082-LDZUE,TOWER_031,Billing Error,Escalated,40,2025-08-22
COMP_01526,1208-NBVFH,TOWER_005,Billing Error,Resolved,2,2025-12-01
COMP_01527,5673-TIYIB,TOWER_020,Slow Data,Open,32,2025-07-02
COMP_01528,5178-LMXOP,TOWER_039,Billing Error,Resolved,24,2026-01-30
